name,character_id,skill_name,skill_type,attack_name,level,raw_value,total_motion_value,damage_type
Camellya,6003,Everblooming,Intro Skill,Intro DMG,4,127.88%,1.2788,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,5,136.08%,1.3608,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,6,145.51%,1.4551,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,7,158.63%,1.5863,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,8,171.75%,1.7175,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,9,184.87%,1.8487,"[""Intro Damage""]"
Camellya,6003,Everblooming,Intro Skill,Intro DMG,10,198.81%,1.9881,"[""Intro Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,1,635.00%,6.35,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,2,687.07%,6.8707,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,3,739.14%,7.3914,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,4,812.04%,8.1204,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,5,864.11%,8.6411,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,6,923.99%,9.2399,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,7,1007.31%,10.0731,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,8,1090.62%,10.9062,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,9,1173.93%,11.7393,"[""Basic Attack Damage""]"
Camellya,6003,Vegetative Universe,Forte Circuit,Ephemeral DMG,10,1262.45%,12.6245,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,1,40.00%,0.4,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,2,43.28%,0.4328,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,3,46.56%,0.4656,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,4,51.16%,0.5116,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,5,54.44%,0.5444,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,6,58.21%,0.5821,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,7,63.46%,0.6346,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,8,68.70%,0.687,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,9,73.95%,0.7395,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 1 DMG,10,79.53%,0.7953,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,1,18.33%*4,0.7332,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,2,19.83%*4,0.7932,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,3,21.34%*4,0.8536,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,4,23.44%*4,0.9376,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,5,24.94%*4,0.9976,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,6,26.67%*4,1.0668,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,7,29.07%*4,1.1628,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,8,31.48%*4,1.2592,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,9,33.88%*4,1.3552,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 2 DMG,10,36.44%*4,1.4576,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,1,36.50%*2,0.73,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,2,39.50%*2,0.79,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,3,42.49%*2,0.8498,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,4,46.68%*2,0.9336,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,5,49.67%*2,0.9934,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,6,53.12%*2,1.0624,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,7,57.90%*2,1.158,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,8,62.69%*2,1.2538,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,9,67.48%*2,1.3496,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Stage 3 DMG,10,72.57%*2,1.4514,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,1,28.76%*2,0.5752,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,2,31.12%*2,0.6224,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,3,33.48%*2,0.6696,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,4,36.78%*2,0.7356,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,5,39.14%*2,0.7828,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,6,41.85%*2,0.837,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,7,45.63%*2,0.9126,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,8,49.40%*2,0.988,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,9,53.17%*2,1.0634,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Heavy Attack DMG,10,57.18%*2,1.1436,"[""Heavy Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,1,26.68%*2,0.5336,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,2,28.87%*2,0.5774,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,3,31.06%*2,0.6212,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,4,34.12%*2,0.6824,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,5,36.31%*2,0.7262,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,6,38.83%*2,0.7766,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,7,42.33%*2,0.8466,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,8,45.83%*2,0.9166,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,9,49.33%*2,0.9866,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Delusive Dive DMG,10,53.05%*2,1.061,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,1,21.12%+31.68%,0.528,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,2,22.86%+34.28%,0.5714,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,3,24.59%+36.88%,0.6147,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,4,27.01%+40.52%,0.6753,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,5,28.75%+43.12%,0.7187,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,6,30.74%+46.10%,0.7684,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,7,33.51%+50.26%,0.8377,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,8,36.28%+54.42%,0.907,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,9,39.05%+58.57%,0.9762,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Mid-air Attack DMG,10,41.99%+62.99%,1.0498,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,1,26.66%*4,1.0664,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,2,28.85%*4,1.154,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,3,31.04%*4,1.2416,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,4,34.10%*4,1.364,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,5,36.28%*4,1.4512,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,6,38.80%*4,1.552,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,7,42.30%*4,1.692,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,8,45.79%*4,1.8316,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,9,49.29%*4,1.9716,"[""Basic Attack Damage""]"
Cantarella,6006,Illusion Collapse,Normal Attack,Dodge Counter DMG,10,53.01%*4,2.1204,"[""Basic Attack Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,1,37.02%*2,0.7404,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,2,40.06%*2,0.8012,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,3,43.10%*2,0.862,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,4,47.35%*2,0.947,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,5,50.38%*2,1.0076,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,6,53.87%*2,1.0774,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,7,58.73%*2,1.1746,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,8,63.59%*2,1.2718,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,9,68.44%*2,1.3688,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Graceful Step DMG,10,73.60%*2,1.472,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,1,98.70%,0.987,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,2,106.80%,1.068,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,3,114.89%,1.1489,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,4,126.22%,1.2622,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,5,134.32%,1.3432,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,6,143.62%,1.4362,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,7,156.57%,1.5657,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,8,169.52%,1.6952,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,9,182.47%,1.8247,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Flickering Reverie DMG,10,196.23%,1.9623,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,1,100.00%,1.0,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,2,108.20%,1.082,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,3,116.40%,1.164,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,4,127.88%,1.2788,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,5,136.08%,1.3608,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,6,145.51%,1.4551,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,7,158.63%,1.5863,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,8,171.75%,1.7175,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,9,184.87%,1.8487,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Dance with Shadows,Resonance Skill,Jolt DMG,10,198.81%,1.9881,"[""Basic Attack Damage"", ""Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,1,189.13%,1.8913,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,2,204.64%,2.0464,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,3,220.15%,2.2015,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,4,241.86%,2.4186,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,5,257.37%,2.5737,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,6,275.20%,2.752,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,7,300.01%,3.0001,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,8,324.83%,3.2483,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,9,349.64%,3.4964,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Flowing Suffocation DMG,10,376.00%,3.76,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,1,7.31%*21,1.5351,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,2,7.91%*21,1.6611,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,3,8.51%*21,1.7871,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,4,9.35%*21,1.9635,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,5,9.95%*21,2.0895,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,6,10.64%*21,2.2344,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,7,11.60%*21,2.436,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,8,12.56%*21,2.6376,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,9,13.52%*21,2.8392,"[""Basic Attack Damage""]"
Cantarella,6006,Beneath the Sea,Resonance Liberation,Diffusion DMG,10,14.54%*21,3.0534,"[""Basic Attack Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,1,21.25%*4,0.85,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,2,23.00%*4,0.92,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,3,24.74%*4,0.9896,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,4,27.18%*4,1.0872,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,5,28.92%*4,1.1568,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,6,30.93%*4,1.2372,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,7,33.71%*4,1.3484,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,8,36.50%*4,1.46,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,9,39.29%*4,1.5716,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Ripple DMG,10,42.25%*4,1.69,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,1,8.50%*3+59.50%,0.85,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,2,9.20%*3+64.38%,0.9198,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,3,9.90%*3+69.26%,0.9896,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,4,10.87%*3+76.09%,1.087,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,5,11.57%*3+80.97%,1.1568,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,6,12.37%*3+86.58%,1.2369,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,7,13.49%*3+94.39%,1.3486,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,8,14.60%*3+102.20%,1.46,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,9,15.72%*3+110.00%,1.5716,"[""Intro Damage""]"
Cantarella,6006,Cruise,Intro Skill,Tidal Surge DMG,10,16.90%*3+118.30%,1.69,"[""Intro Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,1,17.77%*3,0.5331,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,2,19.23%*3,0.5769,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,3,20.69%*3,0.6207,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,4,22.73%*3,0.6819,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,5,24.18%*3,0.7254,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,6,25.86%*3,0.7758,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,7,28.19%*3,0.8457,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,8,30.52%*3,0.9156,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,9,32.85%*3,0.9855,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 1 DMG,10,35.33%*3,1.0599,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,1,31.65%*2,0.633,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,2,34.25%*2,0.685,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,3,36.85%*2,0.737,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,4,40.48%*2,0.8096,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,5,43.07%*2,0.8614,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,6,46.06%*2,0.9212,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,7,50.21%*2,1.0042,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,8,54.36%*2,1.0872,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,9,58.52%*2,1.1704,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 2 DMG,10,62.93%*2,1.2586,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,1,32.50%*4,1.3,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,2,35.17%*4,1.4068,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,3,37.83%*4,1.5132,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,4,41.57%*4,1.6628,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,5,44.23%*4,1.7692,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,6,47.30%*4,1.892,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,7,51.56%*4,2.0624,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,8,55.82%*4,2.2328,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,9,60.09%*4,2.4036,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Phantom Sting Stage 3 DMG,10,64.62%*4,2.5848,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,1,21.12%+31.68%,0.528,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,2,22.86%+34.28%,0.5714,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,3,24.59%+36.88%,0.6147,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,4,27.01%+40.52%,0.6753,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,5,28.75%+43.12%,0.7187,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,6,30.74%+46.10%,0.7684,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,7,33.51%+50.26%,0.8377,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,8,36.28%+54.42%,0.907,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
Cantarella,6006,Between Illusion and Reality,Forte Circuit,Abysmal Vortex DMG,9,39.05%+58.57%,0.9762,"[""Basic Attack Damage"", ""Echo Skill Damage""]"
